Coin 	BuyDate 	CloseDate 	Quantity 	BuyPrice 	SellPrice 	Spent USDT 	Gained USDT 	ProfitUSDT 	Profit 	ChannelName 	SellReason 	dBTC 	d24BTC 	dMarket 	dM24 	bvsv 	dBTC5m 	Pump1H 	Dump1H 	d24h 	d3h 	d1h 	d15m 	d5m 	d1m 	dBTC1m 	PriceBug 	Vd1m 	H. Vol 	D. Vol
ALPHA 	2022-04-09 16:11:38 	2022-04-09 16:21:29 	240.0 \ 240.0 	0.41650000 	0.41270000 	4.99999920 	4.00839603 	-0.99 	-19.8% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.4129 BidEMA: 0.4129 LastPrice = 0.4130 BuyPrice = 0.4165 (strategy <d150s1 M+>); StopLoss fixed: 0.4132 AllowedDrop: BUY -14.0% spread 	0.02 	-0.4 	0 	0.62 	0.12 	0.1 	3.88 	0.41 	10 	5.58 	4.31 	1.53 	1.25 	0.74 	0.01 	0.01 	5.39 	3.4 m 	54.6 m
ALPHA 	2022-04-09 16:11:40 	2022-04-09 16:21:29 	240.0 \ 240.0 	0.41650000 	0.41270000 	4.99999920 	4.00839603 	-0.99 	-19.8% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.4129 BidEMA: 0.4129 LastPrice = 0.4130 BuyPrice = 0.4165 (strategy <d180s1 M+>); StopLoss fixed: 0.4132 AllowedDrop: BUY -14.0% spread 	0.02 	-0.4 	0 	0.62 	0.11 	0.1 	3.88 	0.41 	10 	5.58 	4.31 	1.53 	1.25 	0.71 	0.01 	0.01 	5.29 	3.4 m 	54.6 m
ALPHA 	2022-04-09 16:11:36 	2022-04-09 16:21:25 	240.0 \ 240.0 	0.41700000 	0.41310000 	5.00600160 	3.99031203 	-1.02 	-20.3% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.4131 BidEMA: 0.4131 LastPrice = 0.4132 BuyPrice = 0.4170 (strategy <d120s1 M+>); StopLoss fixed: 0.4137 AllowedDrop: BUY -14.0% spread 	0.02 	-0.4 	0.01 	0.63 	0.17 	0.11 	3.88 	0.41 	10 	5.58 	4.31 	1.53 	1.15 	0.65 	0.01 	0.01 	4.48 	3.4 m 	54.6 m
GMT 	2022-04-09 16:10:15 	2022-04-09 16:19:06 	46.0 \ 46.0 	2.17898000 	2.18552000 	5.01365866 	5.23419189 	0.22 	4.4% 	(strategy <d120s2 M+>) 	Auto Price Down 	0.03 	-0.39 	0.11 	0.74 	2.51 	0.13 	0.87 	2.03 	11.4 	5.64 	2.94 	2.64 	3.03 	2.42 	0.02 	0 	3.49 	83.0 m 	2396.5 m
ZIL 	2022-04-09 16:14:25 	2022-04-09 16:17:04 	855.0 \ 855.0 	0.11691000 	0.11741000 	4.99990166 	5.34726425 	0.35 	6.9% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.18 	-0.6 	-0.7 	0 	0.29 	0.25 	0.01 	2.25 	12.13 	2.29 	2.26 	1.54 	1.49 	0.58 	0.16 	0 	3.26 	13.1 m 	618.4 m
ENJ 	2022-04-09 16:14:07 	2022-04-09 16:16:38 	56.0 \ 56.0 	1.79820000 	1.80590000 	5.03697398 	5.38744218 	0.35 	7.0% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.18 	-0.6 	-0.7 	0 	0.72 	0.25 	1.46 	0.36 	12.01 	6.8 	2.04 	1.28 	1.27 	0.66 	0.16 	0 	1.04 	27.4 m 	255.1 m
ZRX 	2022-04-09 16:13:31 	2022-04-09 16:16:31 	123.2 \ 123.2 	0.81180000 	0.81520000 	5.00268827 	5.34138975 	0.34 	6.8% 	(strategy <d120s1 M->) 	Auto Price Down 	-0.18 	-0.6 	-0.7 	0 	0.27 	0.25 	1.76 	0.27 	9.49 	4.42 	2.15 	1.03 	1.12 	0.95 	0.16 	0 	1.9 	4.3 m 	87.7 m
CHZ 	2022-04-09 16:11:42 	2022-04-09 16:16:23 	411.0 \ 411.0 	0.24335000 	0.24384000 	5.00284284 	5.12413883 	0.12 	2.4% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.02 	-0.4 	0 	0.62 	0.36 	0.1 	1.98 	0.28 	7.83 	4.34 	2.27 	1.94 	1.36 	0.95 	0.01 	0 	4.31 	5.8 m 	76.4 m
BNX 	2022-04-09 16:11:04 	2022-04-09 16:15:58 	0.9 \ 0.9 	113.64000000 	113.87000000 	5.11584552 	5.24094195 	0.13 	2.4% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.03 	-0.39 	0.06 	0.68 	0.82 	0.12 	0.2 	2.88 	32.55 	3.19 	3.19 	1.78 	1.36 	0.81 	0.01 	0 	2.06 	12.8 m 	397.4 m
BNX 	2022-04-09 16:11:06 	2022-04-09 16:15:57 	0.9 \ 0.9 	113.58000000 	113.81000000 	5.11314444 	5.23828407 	0.13 	2.4% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.02 	-0.4 	0.05 	0.67 	0.69 	0.12 	0.2 	2.97 	32.55 	3.19 	3.19 	1.84 	1.26 	0.76 	0.01 	0 	2.08 	12.8 m 	397.4 m
BNX 	2022-04-09 16:11:37 	2022-04-09 16:15:57 	0.9 \ 0.9 	113.58000000 	113.82000000 	5.11314444 	5.24728047 	0.13 	2.6% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.02 	-0.4 	0.05 	0.67 	0.75 	0.12 	0.2 	2.97 	32.55 	3.19 	3.17 	1.76 	1.25 	0.76 	0.01 	0 	2.31 	12.8 m 	397.4 m
OGN 	2022-04-09 16:04:14 	2022-04-09 16:13:18 	178.0 \ 178.0 	0.56300000 	0.55820000 	5.01270428 	4.07847487 	-0.93 	-18.6% 	(strategy <d150s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 0.5581 BidEMA: 0.5581 LastPrice = 0.5582 BuyPrice = 0.5630 (strategy <d150s1.2 M+>); StopLoss fixed: 0.5585 AllowedDrop: BUY -14.0% spre 	-0.02 	-0.45 	0.12 	0.71 	0.18 	0.09 	3.04 	0.34 	23.88 	19.68 	3.54 	1.5 	1.46 	0.84 	0.03 	0 	14.41 	51.4 m 	155.6 m
OGN 	2022-04-09 16:04:17 	2022-04-09 16:13:18 	178.0 \ 178.0 	0.56290000 	0.55820000 	5.01181392 	4.09539164 	-0.92 	-18.3% 	(strategy <d180s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 0.5581 BidEMA: 0.5581 LastPrice = 0.5582 BuyPrice = 0.5629 (strategy <d180s1.2 M+>); StopLoss fixed: 0.5584 AllowedDrop: BUY -14.0% spre 	-0.02 	-0.45 	0.12 	0.71 	0.21 	0.09 	3.04 	0.34 	23.88 	19.68 	3.54 	1.46 	1.46 	0.77 	0.03 	0 	14.69 	51.4 m 	155.6 m
GMT 	2022-04-09 16:10:15 	2022-04-09 16:11:11 	23.0 \ 23.0 	2.17898000 	2.19423000 	2.50682933 	2.81734581 	0.31 	12.4% 	(strategy <d120s1.5 M+>) 	Sell Price 	0.03 	-0.39 	0.11 	0.74 	2.54 	0.13 	0.87 	2.03 	11.4 	5.64 	2.68 	2.68 	3.03 	2.44 	0.02 	0 	3.49 	83.0 m 	2396.5 m
GMT 	2022-04-09 16:10:10 	2022-04-09 16:11:08 	46.0 \ 46.0 	2.17898000 	2.19271000 	5.01365866 	5.56479960 	0.55 	11.0% 	(strategy <d120s1.2 M+>) 	Sell Price 	0.03 	-0.39 	0.13 	0.75 	1.79 	0.13 	0.87 	2.03 	11.4 	5.64 	2.68 	2.68 	3.03 	2.47 	0.02 	0 	2.77 	83.0 m 	2396.5 m
OGN 	2022-04-09 16:03:29 	2022-04-09 16:10:08 	177.0 \ 177.0 	0.56450000 	0.55940000 	4.99782333 	4.01555124 	-0.98 	-19.7% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.5594 BidEMA: 0.5594 LastPrice = 0.5596 BuyPrice = 0.5645 (strategy <d120s1 M+>); StopLoss fixed: 0.5600 AllowedDrop: BUY -14.0% spread 	-0.02 	-0.45 	0.11 	0.68 	1.57 	0.11 	3.13 	0.25 	23.88 	19.68 	3.54 	1.16 	1.33 	0.91 	0.02 	0 	11.59 	51.4 m 	155.6 m
OGN 	2022-04-09 16:03:31 	2022-04-09 16:10:08 	177.0 \ 177.0 	0.56450000 	0.55940000 	4.99782333 	4.01555124 	-0.98 	-19.7% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.5594 BidEMA: 0.5594 LastPrice = 0.5596 BuyPrice = 0.5645 (strategy <d150s1 M+>); StopLoss fixed: 0.5600 AllowedDrop: BUY -14.0% spread 	-0.02 	-0.45 	0.11 	0.68 	0.68 	0.11 	3.13 	0.25 	23.88 	19.68 	3.54 	1.18 	1.33 	0.88 	0.02 	0 	11.93 	51.4 m 	155.6 m
CELR 	2022-04-09 16:01:51 	2022-04-09 16:08:47 	1828.0 \ 1828.0 	0.05470000 	0.05423000 	5.00157983 	4.06277025 	-0.94 	-18.8% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.05423 BidEMA: 0.05423 LastPrice = 0.05424 BuyPrice = 0.05470 (strategy <d180s1 M+>); StopLoss fixed: 0.05426 AllowedDrop: BUY -14.0% s 	-0.01 	-0.44 	0.14 	0.68 	0.59 	0.12 	3.56 	0.42 	10.08 	6.56 	4.11 	3.51 	1.15 	0.35 	0.04 	0 	2.39 	5.7 m 	55.0 m
OGN 	2022-04-09 16:04:12 	2022-04-09 16:07:13 	178.0 \ 178.0 	0.56300000 	0.56480000 	5.01270428 	5.25280495 	0.24 	4.8% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.02 	-0.45 	0.12 	0.71 	0.23 	0.09 	3.04 	0.34 	23.88 	19.68 	3.54 	1.5 	1.46 	0.84 	0.03 	0 	14.17 	51.4 m 	155.6 m
OGN 	2022-04-09 15:43:25 	2022-04-09 16:03:23 	175.0 \ 175.0 	0.57070000 	0.56490000 	4.99562245 	3.90113048 	-1.09 	-21.9% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.5651 BidEMA: 0.5651 LastPrice = 0.5652 BuyPrice = 0.5707 (strategy <d150s1 M+>); StopLoss fixed: 0.5661 AllowedDrop: BUY -14.0% spread 	-0.01 	-0.45 	0.3 	0.71 	0.56 	0.07 	4.89 	0.16 	23.88 	19.68 	6.6 	1.73 	1.87 	0.79 	0.02 	0 	18.99 	72.8 m 	140.4 m
OGN 	2022-04-09 15:43:27 	2022-04-09 16:03:23 	175.0 \ 175.0 	0.57070000 	0.56490000 	4.99562245 	3.90113048 	-1.09 	-21.9% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.5651 BidEMA: 0.5651 LastPrice = 0.5652 BuyPrice = 0.5707 (strategy <d180s1 M+>); StopLoss fixed: 0.5661 AllowedDrop: BUY -14.0% spread 	-0.01 	-0.45 	0.27 	0.71 	0.58 	0.07 	4.89 	0.16 	23.88 	19.68 	6.6 	1.73 	1.87 	0.81 	0.01 	0 	18.48 	72.8 m 	140.4 m
NEAR 	2022-04-09 15:49:03 	2022-04-09 15:59:13 	6.0 \ 6.0 	16.92400000 	16.78100000 	5.07923088 	4.14033891 	-0.94 	-18.5% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 16.781 BidEMA: 16.781 LastPrice = 16.782 BuyPrice = 16.924 (strategy <d150s1 M+>); StopLoss fixed: 16.789 AllowedDrop: BUY -14.0% spread 	0.03 	-0.41 	0.38 	0.86 	0.39 	0.09 	3.16 	0.43 	18.78 	4.58 	3.72 	2.51 	1.84 	0.44 	0.03 	0 	1.17 	76.6 m 	2503.6 m
NEAR 	2022-04-09 15:48:39 	2022-04-09 15:56:33 	6.0 \ 6.0 	16.96200000 	16.80500000 	5.09063544 	4.06759467 	-1.02 	-20.1% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 16.808 BidEMA: 16.808 LastPrice = 16.809 BuyPrice = 16.962 (strategy <d180s1 M+>); StopLoss fixed: 16.826 AllowedDrop: BUY -14.0% spread 	0.06 	-0.39 	0.42 	0.9 	0.69 	0.09 	3.18 	0.42 	18.78 	3.62 	3.61 	2.51 	1.98 	0.33 	0 	0 	0.81 	43.7 m 	2520.4 m
OGN 	2022-04-09 15:43:31 	2022-04-09 15:53:49 	175.0 \ 175.0 	0.56990000 	0.57100000 	4.98861965 	5.10125668 	0.11 	2.3% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	-0.01 	-0.45 	0.28 	0.7 	0.33 	0.07 	4.89 	0.16 	23.88 	19.68 	6.6 	1.73 	1.87 	0.96 	0 	0 	19.37 	72.8 m 	140.4 m
OGN 	2022-04-09 15:43:33 	2022-04-09 15:53:43 	176.0 \ 176.0 	0.56970000 	0.57080000 	5.01536534 	5.12867418 	0.11 	2.3% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	-0.01 	-0.45 	0.28 	0.7 	0.65 	0.07 	4.89 	0.16 	23.88 	19.68 	6.6 	1.73 	1.87 	1 	0 	0 	20.37 	72.8 m 	140.4 m
OGN 	2022-04-09 15:43:37 	2022-04-09 15:53:43 	176.0 \ 176.0 	0.56970000 	0.57080000 	5.01536534 	5.12867418 	0.11 	2.3% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	-0.01 	-0.45 	0.28 	0.7 	0.55 	0.07 	4.32 	0.7 	23.88 	19.68 	6.6 	1.73 	1.87 	1 	0 	0 	19.12 	72.8 m 	140.4 m
OGN 	2022-04-09 15:43:23 	2022-04-09 15:50:33 	175.0 \ 175.0 	0.57090000 	0.56600000 	4.99737315 	4.06029018 	-0.94 	-18.8% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.5662 BidEMA: 0.5662 LastPrice = 0.5663 BuyPrice = 0.5709 (strategy <d120s1 M+>); StopLoss fixed: 0.5663 AllowedDrop: BUY -14.0% spread 	-0.01 	-0.45 	0.3 	0.71 	0.45 	0.07 	4.89 	0.16 	23.88 	19.68 	6.6 	1.73 	1.87 	0.9 	0.02 	0 	19.04 	72.8 m 	140.4 m
OGN 	2022-04-09 15:33:15 	2022-04-09 15:34:05 	176.0 \ 176.0 	0.56880000 	0.57210000 	5.00744218 	5.50792285 	0.5 	10.0% 	(strategy <d120s1 M+>) 	Sell Price 	0.04 	-0.41 	0.3 	0.63 	0.44 	0.09 	7.33 	0 	23.62 	19.43 	7.53 	3.34 	1.53 	1 	0.07 	0 	29.82 	75.6 m 	129.5 m
OGN 	2022-04-09 15:33:18 	2022-04-09 15:33:55 	176.0 \ 176.0 	0.56750000 	0.57080000 	4.99599760 	5.49666131 	0.5 	10.0% 	(strategy <d150s1 M+>) 	Sell Price 	0.04 	-0.41 	0.3 	0.63 	0.44 	0.09 	7.33 	0 	23.62 	19.43 	7.53 	3.34 	1.82 	1.29 	0.07 	0 	35.06 	75.6 m 	129.5 m
OGN 	2022-04-09 15:33:20 	2022-04-09 15:33:55 	176.0 \ 176.0 	0.56750000 	0.57110000 	4.99599760 	5.54944019 	0.55 	11.1% 	(strategy <d120s1.2 M+>) 	Sell Price 	0.04 	-0.41 	0.29 	0.63 	0.53 	0.09 	7.33 	0 	23.62 	19.43 	7.53 	3.34 	1.8 	1.27 	0.07 	0 	38.43 	75.6 m 	129.5 m
OGN 	2022-04-09 15:30:07 	2022-04-09 15:31:04 	175.0 \ 175.0 	0.57070000 	0.57400000 	4.99562245 	5.49299348 	0.5 	10.0% 	(strategy <d120s1 M+>) 	Sell Price 	0.06 	-0.43 	0.29 	0.59 	0.5 	0.1 	6.32 	1.05 	23.62 	19.43 	7.53 	3.39 	1.44 	0.79 	0.03 	0 	26.48 	75.6 m 	129.5 m
OGN 	2022-04-09 15:30:09 	2022-04-09 15:31:04 	175.0 \ 175.0 	0.57070000 	0.57400000 	4.99562245 	5.49299348 	0.5 	10.0% 	(strategy <d150s1 M+>) 	Sell Price 	0.06 	-0.43 	0.29 	0.59 	0.54 	0.1 	6.32 	1.05 	23.62 	19.43 	7.53 	3.39 	1.44 	0.81 	0.03 	0 	26.25 	75.6 m 	129.5 m
OGN 	2022-04-09 15:30:11 	2022-04-09 15:31:02 	175.0 \ 175.0 	0.57020000 	0.57350000 	4.99124570 	5.48868673 	0.5 	10.0% 	(strategy <d180s1 M+>) 	Sell Price 	0.05 	-0.44 	0.29 	0.59 	0.53 	0.1 	6.32 	1.05 	23.62 	19.43 	7.53 	3.39 	1.46 	0.88 	0.03 	0 	27.43 	75.6 m 	129.5 m
OGN 	2022-04-09 15:26:47 	2022-04-09 15:27:50 	175.0 \ 175.0 	0.57160000 	0.57460000 	5.00350060 	5.44826663 	0.44 	8.9% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.01 	-0.49 	0.21 	0.44 	1.28 	0.09 	6.68 	0.71 	23.62 	19.43 	7.53 	3.39 	1.96 	1.23 	0.04 	0 	39.3 	75.6 m 	129.5 m
OGN 	2022-04-09 15:26:49 	2022-04-09 15:27:45 	175.0 \ 175.0 	0.57100000 	0.57430000 	4.99824850 	5.49557753 	0.5 	10.0% 	(strategy <d150s1 M+>) 	Sell Price 	0.01 	-0.48 	0.21 	0.44 	1.05 	0.09 	6.68 	0.71 	23.62 	19.43 	7.53 	3.39 	1.96 	1.04 	0.04 	0 	40.41 	75.6 m 	129.5 m
OGN 	2022-04-09 15:26:52 	2022-04-09 15:27:45 	175.0 \ 175.0 	0.57100000 	0.57430000 	4.99824850 	5.49557753 	0.5 	10.0% 	(strategy <d180s1 M+>) 	Sell Price 	0.01 	-0.48 	0.22 	0.45 	0.73 	0.09 	6.68 	0.71 	23.62 	19.43 	7.53 	3.39 	1.96 	1.12 	0.04 	0 	40.78 	75.6 m 	129.5 m
OGN 	2022-04-09 15:26:53 	2022-04-09 15:27:45 	175.0 \ 175.0 	0.57070000 	0.57430000 	4.99562245 	5.54547248 	0.55 	11.0% 	(strategy <d120s1.2 M+>) 	Sell Price 	0 	-0.49 	0.22 	0.45 	0.46 	0.09 	6.68 	0.71 	23.62 	19.43 	7.53 	3.39 	1.96 	1.16 	0.04 	0 	42.04 	75.6 m 	129.5 m
OGN 	2022-04-09 15:26:56 	2022-04-09 15:27:45 	175.0 \ 175.0 	0.57070000 	0.57430000 	4.99562245 	5.54547248 	0.55 	11.0% 	(strategy <d150s1.2 M+>) 	Sell Price 	0 	-0.49 	0.22 	0.45 	0.54 	0.09 	6.68 	0.71 	23.62 	19.43 	7.53 	3.39 	1.96 	1.09 	0.04 	0 	41.63 	75.6 m 	129.5 m
WOO 	2022-04-09 15:18:43 	2022-04-09 15:22:19 	190.0 \ 190.0 	0.52563000 	0.52712000 	4.99548239 	5.19857343 	0.2 	4.1% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.02 	-0.53 	0.07 	0.22 	0.38 	0.05 	1.38 	0.75 	24.72 	3.83 	2.15 	1.77 	1.24 	0.63 	0.01 	0 	1.26 	3.4 m 	105.4 m
WOO 	2022-04-09 15:18:29 	2022-04-09 15:22:08 	190.0 \ 190.0 	0.52563000 	0.52712000 	4.99548239 	5.19857343 	0.2 	4.1% 	(strategy <d150s1 M+>) 	Auto Price Down 	-0.02 	-0.53 	0.06 	0.21 	0.14 	0.05 	1.5 	0.69 	24.72 	3.83 	2.15 	1.8 	1.24 	0.68 	0.01 	0 	1.09 	3.4 m 	105.4 m
WOO 	2022-04-09 15:18:52 	2022-04-09 15:20:41 	191.0 \ 191.0 	0.52356000 	0.52608000 	5.00199800 	5.40312553 	0.4 	8.0% 	(strategy <d120s1 M+>) 	Auto Price Down 	-0.02 	-0.51 	0.07 	0.23 	0.12 	0.05 	1.38 	1.18 	24.72 	3.83 	2.24 	2.13 	1.84 	1.19 	0.01 	0 	2.27 	3.4 m 	105.4 m
WOO 	2022-04-09 15:18:55 	2022-04-09 15:20:41 	191.0 \ 191.0 	0.52338000 	0.52616000 	5.00027831 	5.45107349 	0.45 	9.0% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	-0.03 	-0.52 	0.07 	0.23 	0.15 	0.05 	1.34 	1.22 	24.72 	3.83 	2.25 	2.25 	1.84 	1.15 	0.01 	0 	2.37 	3.4 m 	105.4 m
WOO 	2022-04-09 15:18:57 	2022-04-09 15:20:31 	191.0 \ 191.0 	0.52300000 	0.52603000 	4.99664786 	5.49523200 	0.5 	10.0% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	-0.03 	-0.52 	0.07 	0.23 	0.18 	0.05 	1.34 	1.27 	24.72 	3.83 	2.73 	2.33 	1.84 	1.15 	0.01 	0 	2.39 	3.4 m 	105.4 m
WOO 	2022-04-09 15:18:59 	2022-04-09 15:20:31 	96.0 \ 96.0 	0.52280000 	0.52604000 	2.51044378 	2.78120834 	0.27 	10.8% 	(strategy <d180s1.5 M+>) 	Auto Price Down 	-0.03 	-0.52 	0.06 	0.23 	0.42 	0.05 	1.34 	1.29 	24.72 	3.83 	2.73 	2.33 	1.89 	1.19 	0.01 	0 	2.52 	3.4 m 	105.4 m
OGN 	2022-04-09 15:12:43 	2022-04-09 15:19:27 	178.0 \ 178.0 	0.56230000 	0.56340000 	5.00647179 	5.12212198 	0.12 	2.3% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	0 	-0.52 	0.21 	0.34 	0.36 	0.08 	10.94 	0.81 	22.08 	17.94 	13.98 	2.19 	1.63 	0.87 	0.03 	0.01 	23.7 	73.3 m 	101.8 m
OGN 	2022-04-09 15:12:16 	2022-04-09 15:18:05 	177.0 \ 177.0 	0.56370000 	0.55890000 	4.99074050 	4.06166045 	-0.93 	-18.6% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.5589 BidEMA: 0.5589 LastPrice = 0.5591 BuyPrice = 0.5637 (strategy <d180s1 M+>); StopLoss fixed: 0.5592 AllowedDrop: BUY -14.0% spread 	0.02 	-0.49 	0.25 	0.37 	0.7 	0.08 	10.73 	1 	22.08 	17.94 	13.98 	2.19 	1.48 	0.94 	0.01 	0 	26.78 	73.3 m 	101.8 m
OGN 	2022-04-09 15:12:11 	2022-04-09 15:18:02 	177.0 \ 177.0 	0.56380000 	0.55900000 	4.99162585 	4.06253164 	-0.93 	-18.6% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.5590 BidEMA: 0.5590 LastPrice = 0.5591 BuyPrice = 0.5638 (strategy <d120s1 M+>); StopLoss fixed: 0.5593 AllowedDrop: BUY -14.0% spread 	0.02 	-0.49 	0.25 	0.37 	1.03 	0.08 	10.73 	1 	22.08 	17.94 	13.98 	2.19 	1.48 	0.94 	0.01 	0 	27.31 	73.3 m 	101.8 m
OGN 	2022-04-09 15:12:14 	2022-04-09 15:18:02 	177.0 \ 177.0 	0.56380000 	0.55900000 	4.99162585 	4.06253164 	-0.93 	-18.6% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.5590 BidEMA: 0.5590 LastPrice = 0.5591 BuyPrice = 0.5638 (strategy <d150s1 M+>); StopLoss fixed: 0.5593 AllowedDrop: BUY -14.0% spread 	0.02 	-0.49 	0.25 	0.37 	1.04 	0.08 	10.73 	1 	22.08 	17.94 	13.98 	2.19 	1.48 	0.94 	0.01 	0 	26.83 	73.3 m 	101.8 m
BAKE 	2022-04-09 15:04:04 	2022-04-09 15:16:40 	107.0 \ 107.0 	0.93400000 	0.92540000 	4.99889876 	3.99911647 	-1 	-20.0% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.9254 BidEMA: 0.9254 LastPrice = 0.9257 BuyPrice = 0.9340 (strategy <d120s1 M+>); StopLoss fixed: 0.9265 AllowedDrop: BUY -14.0% spread 	0.04 	-0.51 	0.29 	0.34 	0.3 	0.09 	4.76 	0.9 	9.93 	5.93 	5.93 	2.95 	1.38 	0.75 	0.03 	0.01 	3.62 	5.2 m 	52.5 m
BAKE 	2022-04-09 15:04:06 	2022-04-09 15:16:40 	107.0 \ 107.0 	0.93400000 	0.92540000 	4.99889876 	3.99911647 	-1 	-20.0% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.9254 BidEMA: 0.9254 LastPrice = 0.9257 BuyPrice = 0.9340 (strategy <d150s1 M+>); StopLoss fixed: 0.9265 AllowedDrop: BUY -14.0% spread 	0.04 	-0.51 	0.29 	0.34 	0.32 	0.09 	4.76 	0.9 	9.93 	5.93 	5.93 	2.95 	1.38 	0.79 	0.03 	0 	3.85 	5.2 m 	52.5 m
OGN 	2022-04-09 15:12:46 	2022-04-09 15:16:36 	178.0 \ 178.0 	0.56160000 	0.56360000 	5.00023930 	5.27612509 	0.28 	5.5% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	0 	-0.51 	0.21 	0.34 	0.32 	0.07 	10.94 	0.81 	22.08 	17.94 	13.98 	2.19 	1.64 	0.85 	0.03 	0.01 	25.56 	73.3 m 	101.8 m
OGN 	2022-04-09 15:12:53 	2022-04-09 15:16:36 	178.0 \ 178.0 	0.56100000 	0.56300000 	4.99489716 	5.27086839 	0.28 	5.5% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	0.01 	-0.51 	0.24 	0.35 	0.77 	0.07 	10.94 	0.81 	22.08 	17.94 	13.98 	2.19 	1.75 	0.93 	0.03 	0.01 	28.77 	73.3 m 	101.8 m
OGN 	2022-04-09 15:13:08 	2022-04-09 15:16:36 	89.0 \ 89.0 	0.56100000 	0.56290000 	2.49744858 	2.62653776 	0.13 	5.2% 	(strategy <d180s1.5 M+>) 	Auto Price Down 	0.01 	-0.51 	0.24 	0.35 	1.07 	0.07 	11.2 	0.58 	22.08 	17.94 	13.98 	2.19 	1.75 	0.93 	0.03 	0.01 	29.51 	73.3 m 	101.8 m
OGN 	2022-04-09 15:08:40 	2022-04-09 15:10:06 	177.0 \ 177.0 	0.56440000 	0.56740000 	4.99693798 	5.44780657 	0.45 	9.0% 	(strategy <d150s1 M+>) 	Auto Price Down 	0 	-0.51 	0.23 	0.34 	0.54 	0.1 	11.26 	0.92 	22.08 	17.94 	13.98 	2.36 	2.33 	0.74 	0.04 	0.01 	16.7 	73.3 m 	101.8 m
OGN 	2022-04-09 15:08:48 	2022-04-09 15:09:22 	178.0 \ 178.0 	0.56300000 	0.56630000 	5.01270428 	5.51969815 	0.51 	10.1% 	(strategy <d180s1 M+>) 	Sell Price 	0 	-0.52 	0.25 	0.33 	0.26 	0.11 	11.15 	1.01 	22.08 	17.94 	13.98 	2.36 	2.02 	0.66 	0.04 	0 	20.77 	73.3 m 	101.8 m
BAKE 	2022-04-09 15:04:08 	2022-04-09 15:08:26 	107.0 \ 107.0 	0.93360000 	0.93550000 	4.99675790 	5.12006046 	0.12 	2.5% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.04 	-0.51 	0.29 	0.34 	0.34 	0.09 	4.76 	0.9 	9.93 	5.93 	5.93 	2.91 	1.38 	0.79 	0.03 	0 	3.94 	5.2 m 	52.5 m
OGN 	2022-04-09 15:00:36 	2022-04-09 15:05:03 	178.0 \ 178.0 	0.56100000 	0.56270000 	4.99489716 	5.21748975 	0.22 	4.5% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	0.08 	-0.47 	0.44 	0.44 	0.25 	0.16 	15.12 	0.3 	21.12 	17.01 	15.47 	2.5 	2.11 	1.05 	0.05 	0 	37.14 	55.6 m 	84.1 m
